id,PLAYER_NAME,first_name,last_name
76350,Kenny Carr,Kenny,Carr
76351,M.L. Carr,M.L.,Carr
76352,Bob Carrington,Bob,Carrington
201960,DeMarre Carroll,DeMarre,Carroll
76353,Joe Barry Carroll,Joe Barry,Carroll
2679,Matt Carroll,Matt,Carroll
1131,Jimmy Carruth,Jimmy,Carruth
1853,Anthony Carter,Anthony,Carter
76355,Butch Carter,Butch,Carter
76356,Fred Carter,Fred,Carter
76357,George Carter,George,Carter
76358,Howard Carter,Howard,Carter
76359,Jake Carter,Jake,Carter
1628975,Jevon Carter,Jevon,Carter
2466,Maurice Carter,Maurice,Carter
76360,Reggie Carter,Reggie,Carter
76361,Ron Carter,Ron,Carter
1713,Vince Carter,Vince,Carter
1628976,Wendell Carter Jr.,Wendell,Carter Jr.
203487,Michael Carter-Williams,Michael,Carter-Williams
1630618,D.J. Carton,D.J.,Carton
76362,Bill Cartwright,Bill,Cartwright
76363,Jay Carty,Jay,Carty
1627936,Alex Caruso,Alex,Caruso
76364,Cornelius Cash,Cornelius,Cash
208,Sam Cassell,Sam,Cassell
201956,Omri Casspi,Omri,Casspi
76365,Harvey Catchings,Harvey,Catchings
767,Terry Catledge,Terry,Catledge
76367,Sid Catlett,Sid,Catlett
1509,Kelvin Cato,Kelvin,Cato
76368,Bobby Cattage,Bobby,Cattage
1626161,Willie Cauley-Stein,Willie,Cauley-Stein
1628505,Troy Caupain,Troy,Caupain
190,Duane Causwell,Duane,Causwell
1628463,Tyler Cavanaugh,Tyler,Cavanaugh
76370,Ron Cavenall,Ron,Cavenall
76,Cedric Ceballos,Cedric,Ceballos
1911,John Celestand,John,Celestand
76373,Al Cervi,Al,Cervi
2763,Lionel Chalmers,Lionel,Chalmers
201596,Mario Chalmers,Mario,Chalmers
76374,Bill Chamberlain,Bill,Chamberlain
76375,Wilt Chamberlain,Wilt,Chamberlain
76376,Jerry Chambers,Jerry,Chambers
1472,Tom Chambers,Tom,Chambers
1630551,Justin Champagnie,Justin,Champagnie
76378,Mike Champion,Mike,Champion
2199,Tyson Chandler,Tyson,Chandler
201163,Wilson Chandler,Wilson,Chandler
76379,Don Chaney,Don,Chaney
76380,John Chaney,John,Chaney
364,Rex Chapman,Rex,Chapman
76382,Len Chappell,Len,Chappell
76383,Ken Charles,Ken,Charles
76384,Lorenzo Charles,Lorenzo,Charles
1629147,Joe Chealey,Joe,Chealey
384,Calbert Cheaney,Calbert,Cheaney
1629597,Zylan Cheatham,Zylan,Cheatham
76385,Maurice Cheeks,Maurice,Cheeks
76386,Phil Chenier,Phil,Chenier
203805,Will Cherry,Will,Cherry
76387,Derrick Chievous,Derrick,Chievous
432,Pete Chilcutt,Pete,Chilcutt
2735,Josh Childress,Josh,Childress
719,Randolph Childress,Randolph,Childress
164,Chris Childs,Chris,Childs
1629185,Chris Chiozza,Chris,Chiozza
76391,Leroy Chollet,Leroy,Chollet
76392,Jim Chones,Jim,Chones
1627737,Marquese Chriss,Marquese,Chriss
76393,Fred Christ,Fred,Christ
76394,Cal Christensen,Cal,Christensen
76395,Bob Christian,Bob,Christian
57,Doug Christie,Doug,Christie
202091,Dionte Christmas,Dionte,Christmas
1626176,Rakeem Christmas,Rakeem,Christmas
203902,Semaj Christon,Semaj,Christon
1630528,Josh Christopher,Josh,Christopher
203565,Patrick Christopher,Patrick,Christopher
928,Robert Churchwell,Robert,Churchwell
76397,Archie Clark,Archie,Clark
76398,Carlos Clark,Carlos,Clark
201947,Earl Clark,Earl,Clark
1629109,Gary Clark,Gary,Clark
203546,Ian Clark,Ian,Clark
1721,Keon Clark,Keon,Clark
1629634,Brandon Clarke,Brandon,Clarke
1626262,Coty Clarke,Coty,Clarke
203903,Jordan Clarkson,Jordan,Clarkson
1628492,Gian Clavell,Gian,Clavell
201964,Victor Claver,Victor,Claver
1127,Charles Claxton,Charles,Claxton
1629651,Nicolas Claxton,Nicolas,Claxton
2049,Speedy Claxton,Speedy,Claxton
76402,Jim Cleamons,Jim,Cleamons
2043,Mateen Cleaves,Mateen,Cleaves
76403,John Clemens,John,Clemens
1629598,Chris Clemons,Chris,Clemons
1628499,Antonius Cleveland,Antonius,Cleveland
76404,Nat Clifton,Nat,Clifton
76406,Bill Closs,Bill,Closs
1569,Keith Closs,Keith,Closs
76407,Paul Cloyd,Paul,Cloyd
76408,Marion Cluggish,Marion,Cluggish
76409,Ben Clyde,Ben,Clyde
1629599,Amir Coffey,Amir,Coffey
76410,Richard Coffey,Richard,Coffey
76411,Fred Cofield,Fred,Cofield
715,John Coker,John,Coker
202708,Norris Cole,Norris,Cole
76412,Ben Coleman,Ben,Coleman
934,Derrick Coleman,Derrick,Coleman
76413,E.C. Coleman,E.C.,Coleman
76414,Jack Coleman,Jack,Coleman
76415,Norris Coleman,Norris,Coleman
1630645,Matt Coleman III,Matt,Coleman III
902,Bimbo Coles,Bimbo,Coles
2044,Jason Collier,Jason,Collier
76416,Art Collins,Art,Collins
76418,Don Collins,Don,Collins
76421,Doug Collins,Doug,Collins
1530,James Collins,James,Collins
2260,Jarron Collins,Jarron,Collins
2215,Jason Collins,Jason,Collins
76419,Jimmy Collins,Jimmy,Collins
1628381,John Collins,John,Collins
200776,Mardy Collins,Mardy,Collins
202395,Sherron Collins,Sherron,Collins
1628380,Zach Collins,Zach,Collins
1627858,Kyle Collinsworth,Kyle,Collinsworth
201954,Darren Collison,Darren,Collison
2555,Nick Collison,Nick,Collison
76422,Joe Colone,Joe,Colone
1629045,Bonzie Colson,Bonzie,Colson
2173,Sean Colson,Sean,Colson
306,Steve Colter,Steve,Colter
76425,Leroy Combs,Leroy,Combs
76426,Dallas Comegys,Dallas,Comegys
76427,Larry Comley,Larry,Comley
76428,Gene Conley,Gene,Conley
201144,Mike Conley,Mike,Conley
76429,Ed Conlin,Ed,Conlin
55,Marty Conlon,Marty,Conlon
1626192,Pat Connaughton,Pat,Connaughton
76431,Lester Conner,Lester,Conner
76432,Chuck Connors,Chuck,Connors
101215,Will Conroy,Will,Conroy
76433,Anthony Cook,Anthony,Cook
76434,Bert Cook,Bert,Cook
76438,Bobby Cook,Bobby,Cook
2567,Brian Cook,Brian,Cook
201161,Daequan Cook,Daequan,Cook
76435,Darwin Cook,Darwin,Cook
76436,Jeff Cook,Jeff,Cook
76437,Norm Cook,Norm,Cook
2241,Omar Cook,Omar,Cook
1626188,Quinn Cook,Quinn,Cook
1629076,Tyler Cook,Tyler,Cook
1628429,Charles Cooke,Charles,Cooke
76439,David Cooke,David,Cooke
76440,Joe Cooke,Joe,Cooke
204022,Jack Cooley,Jack,Cooley
76442,Chuck Cooper,Chuck,Cooper
1030,Duane Cooper,Duane,Cooper
76443,Joe Cooper,Joe,Cooper
76444,Michael Cooper,Michael,Cooper
1630536,Sharife Cooper,Sharife,Cooper
76441,Wayne Cooper,Wayne,Cooper
76446,Tom Copa,Tom,Copa
203142,Chris Copeland,Chris,Copeland
76447,Hollis Copeland,Hollis,Copeland
76448,Lanard Copeland,Lanard,Copeland
895,Tyrone Corbin,Tyrone,Corbin
76450,Chris Corchiani,Chris,Corchiani
76451,Ken Corley,Ken,Corley
76452,Ray Corley,Ray,Corley
1627822,Petr Cornelie,Petr,Cornelie
76453,Dave Corzine,Dave,Corzine
76454,Larry Costello,Larry,Costello
1627856,Matt Costello,Matt,Costello
203955,Bryce Cotton,Bryce,Cotton
76456,Jack Cotton,Jack,Cotton
1526,James Cotton,James,Cotton
76457,John Coughran,John,Coughran
76458,Mel Counts,Mel,Counts
76459,Steve Courtin,Steve,Courtin
1432,Joe Courtney,Joe,Courtney
202408,Marcus Cousin,Marcus,Cousin
202326,DeMarcus Cousins,DeMarcus,Cousins
600003,Bob Cousy,Bob,Cousy
203496,Robert Covington,Robert,Covington
76462,Dave Cowens,Dave,Cowens
76463,John Cox,John,Cox
76464,Johnny Cox,Johnny,Cox
76465,Wesley Cox,Wesley,Cox
203459,Allen Crabbe,Allen,Crabbe
1628470,Torrey Craig,Torrey,Craig
1544,Chris Crawford,Chris,Crawford
76466,Freddie Crawford,Freddie,Crawford
2037,Jamal Crawford,Jamal,Crawford
201621,Joe Crawford,Joe,Crawford
202348,Jordan Crawford,Jordan,Crawford
1628249,Mitchell Creek,Mitchell,Creek
76468,Jim Creighton,Jim,Creighton
76469,Ron Crevier,Ron,Crevier
76470,Hal Crisler,Hal,Crisler
2343,Joe Crispin,Joe,Crispin
76471,Charlie Criss,Charlie,Criss
76472,Winston Crite,Winston,Crite
201159,Javaris Crittenton,Javaris,Crittenton
76473,Dillard Crocker,Dillard,Crocker
76474,Jeffrey Crompton,Jeffrey,Crompton
76475,Terry Crosby,Terry,Crosby
1506,Austin Croshere,Austin,Croshere
76476,Jeff Cross,Jeff,Cross
76477,Pete Cross,Pete,Cross
76478,Russell Cross,Russell,Cross
76479,Francis Crossin,Francis,Crossin
180,John Crotty,John,Crotty
76481,Mark Crow,Mark,Crow
76482,Corey Crowder,Corey,Crowder
203109,Jae Crowder,Jae,Crowder
1629633,Jarrett Culver,Jarrett,Culver
76483,Pat Cummings,Pat,Cummings
187,Terry Cummings,Terry,Cummings
1907,Vonteego Cummings,Vonteego,Cummings
76487,Billy Cunningham,Billy,Cunningham
1630595,Cade Cunningham,Cade,Cunningham
201967,Dante Cunningham,Dante,Cunningham
76485,Dick Cunningham,Dick,Cunningham
203099,Jared Cunningham,Jared,Cunningham
1061,William Cunningham,William,Cunningham
76488,Radisav Curcic,Radisav,Curcic
76489,Armand Cure,Armand,Cure
940,Earl Cureton,Earl,Cureton
223,Bill Curley,Bill,Curley
76492,Fran Curran,Fran,Curran
209,Dell Curry,Dell,Curry
2201,Eddy Curry,Eddy,Curry
201191,JamesOn Curry,JamesOn,Curry
688,Michael Curry,Michael,Curry
203552,Seth Curry,Seth,Curry
201939,Stephen Curry,Stephen,Curry
687,Rastko Cvetkovic,Rastko,Cvetkovic
76505,Mike D'Antoni,Mike,D'Antoni
76496,Ed Dahler,Ed,Dahler
76497,Quintin Dailey,Quintin,Dailey
2223,Samuel Dalembert,Samuel,Dalembert
76498,Howie Dallmar,Howie,Dallmar
956,Erick Dampier,Erick,Dampier
76499,Lou Dampier,Lou,Dampier
76500,Bob Dandridge,Bob,Dandridge
1498,Antonio Daniels,Antonio,Daniels
2845,Erik Daniels,Erik,Daniels
1380,Lloyd Daniels,Lloyd,Daniels
2605,Marquis Daniels,Marquis,Daniels
76502,Mel Daniels,Mel,Daniels
203584,Troy Daniels,Troy,Daniels
390,Sasha Danilovic,Sasha,Danilovic
76504,Adrian Dantley,Adrian,Dantley
76506,Henry Darcey,Henry,Darcey
76507,Jimmy Darden,Jimmy,Darden
212,Yinka Dare,Yinka,Dare
76509,Jesse Dark,Jesse,Dark
1630268,Nate Darling,Nate,Darling
76511,Jimmy Darrow,Jimmy,Darrow
203540,Gigi Datome,Gigi,Datome
921,Brad Daugherty,Brad,Daugherty
1600,Kornel David,Kornel,David
201176,Jermareo Davidson,Jermareo,Davidson
76514,Bob Davies,Bob,Davies
203561,Brandon Davies,Brandon,Davies
203076,Anthony Davis,Anthony,Davis
213,Antonio Davis,Antonio,Davis
76515,Aubrey Davis,Aubrey,Davis
1884,Baron Davis,Baron,Davis
989,Ben Davis,Ben,Davis
76538,Bill Davis,Bill,Davis
76533,Bob Davis,Bob,Davis
76516,Brad Davis,Brad,Davis
76517,Brian Davis,Brian,Davis
76518,Charlie Davis,Charlie,Davis
76519,Charlie Davis,Charlie,Davis
905,Dale Davis,Dale,Davis
1627738,Deyonta Davis,Deyonta,Davis
76521,Double D Davis,Double D,Davis
202334,Ed Davis,Ed,Davis
76522,Edward Davis,Edward,Davis
1023,Emanual Davis,Emanual,Davis
201175,Glen Davis,Glen,Davis
76523,Harry Davis,Harry,Davis
93,Hubert Davis,Hubert,Davis
76524,James Davis,James,Davis
76525,Jim Davis,Jim,Davis
76526,Johnny Davis,Johnny,Davis
2668,Josh Davis,Josh,Davis
707,Mark Davis,Mark,Davis
76528,Mark Davis,Mark,Davis
76529,Mel Davis,Mel,Davis
76530,Michael Davis,Michael,Davis
76531,Mike Davis,Mike,Davis
76520,Monti Davis,Monti,Davis
200781,Paul Davis,Paul,Davis
76532,Ralph Davis,Ralph,Davis
1729,Ricky Davis,Ricky,Davis
76534,Ron Davis,Ron,Davis
1629056,Terence Davis,Terence,Davis
426,Terry Davis,Terry,Davis
1629093,Tyler Davis,Tyler,Davis
76536,Walt Davis,Walt,Davis
1453,Walter Davis,Walter,Davis
203958,Andre Dawkins,Andre,Dawkins
76539,Darryl Dawkins,Darryl,Dawkins
1008,Johnny Dawkins,Johnny,Dawkins
76541,Paul Dawkins,Paul,Dawkins
1626183,Branden Dawson,Branden,Dawson
201286,Eric Dawson,Eric,Dawson
76542,Tony Dawson,Tony,Dawson
103,Todd Day,Todd,Day
201948,Austin Daye,Austin,Daye
76543,Darren Daye,Darren,Daye
201986,Nando De Colo,Nando,De Colo
76545,Dave DeBusschere,Dave,DeBusschere
692,Andrew DeClercq,Andrew,DeClercq
1629602,Javin DeLaurier,Javin,DeLaurier
76551,Nate DeLong,Nate,DeLong
201942,DeMar DeRozan,DeMar,DeRozan
76562,Hank DeZonie,Hank,DeZonie
76544,Greg Deane,Greg,Deane
1630466,Gabriel Deck,Gabriel,Deck
203473,Dewayne Dedmon,Dewayne,Dedmon
76546,Archie Dees,Archie,Dees
143,Terry Dehere,Terry,Dehere
76548,Red Dehnert,Red,Dehnert
1626214,Bryce Dejean-Jones,Bryce,Dejean-Jones
1626155,Sam Dekker,Sam,Dekker
219,Vinny Del Negro,Vinny,Del Negro
1627098,Malcolm Delaney,Malcolm,Delaney
183,Bison Dele,Bison,Dele
2568,Carlos Delfino,Carlos,Delfino
1629116,Angel Delgado,Angel,Delgado
960,Tony Delk,Tony,Delk
203521,Matthew Dellavedova,Matthew,Dellavedova
76552,Fennis Dembo,Fennis,Dembo
76553,Larry Demic,Larry,Demic
725,Dell Demps,Dell,Demps
76555,George Dempsey,George,Dempsey
2736,Luol Deng,Luol,Deng
76556,Kenny Dennard,Kenny,Dennard
76557,Blaine Denning,Blaine,Denning
202458,Justin Dentmon,Justin,Dentmon
76558,Randy Denton,Randy,Denton
76559,Rod Derline,Rod,Derline
1629094,Marcus Derrickson,Marcus,Derrickson
76560,Dave Deutsch,Dave,Deutsch
76561,Walter Devlin,Walter,Devlin
76568,Ernie DiGregorio,Ernie,DiGregorio
1628978,Donte DiVincenzo,Donte,DiVincenzo
1629603,Mamadi Diakite,Mamadi,Diakite
1760,Derrick Dial,Derrick,Dial
1627767,Cheick Diallo,Cheick,Diallo
1628977,Hamidou Diallo,Hamidou,Diallo
2564,Boris Diaw,Boris,Diaw
200821,Yakhouba Diawara,Yakhouba,Diawara
200799,Guillermo Diaz,Guillermo,Diaz
2424,Dan Dickau,Dan,Dickau
2079,Kaniel Dickens,Kaniel,Dickens
76563,Henry Dickerson,Henry,Dickerson
1722,Michael Dickerson,Michael,Dickerson
76564,Derrek Dickey,Derrek,Dickey
76565,Dick Dickey,Dick,Dickey
101143,Travis Diener,Travis,Diener
203476,Gorgui Dieng,Gorgui,Dieng
76566,Connie Dierking,Connie,Dierking
76567,Coby Dietrick,Coby,Dietrick
76569,Mickey Dillard,Mickey,Dillard
76570,Bob Dille,Bob,Dille
76571,John Dillon,John,Dillon
76574,Byron Dinkins,Byron,Dinkins
76575,Jackie Dinkins,Jackie,Dinkins
76576,Bill Dinwiddie,Bill,Dinwiddie
203915,Spencer Dinwiddie,Spencer,Dinwiddie
101113,Ike Diogu,Ike,Diogu
2205,DeSagana Diop,DeSagana,Diop
76577,Terry Dischinger,Terry,Dischinger
76578,Fred Diute,Fred,Diute
124,Vlade Divac,Vlade,Divac
2413,Juan Dixon,Juan,Dixon
1059,Aleksandar Djordjevic,Aleksandar,Djordjevic
76580,Earl Dodd,Earl,Dodd
1720,Michael Doleac,Michael,Doleac
76581,Joe Dolhon,Joe,Dolhon
76582,Bob Doll,Bob,Doll
76583,James Donaldson,James,Donaldson
1629029,Luka Doncic,Luka,Doncic
76584,Bob Donham,Bob,Donham
76586,Billy Donovan,Billy,Donovan
76585,Harry Donovan,Harry,Donovan
2039,Keyon Dooling,Keyon,Dooling
76587,Jacky Dorsey,Jacky,Dorsey
201595,Joey Dorsey,Joey,Dorsey
1628416,Tyler Dorsey,Tyler,Dorsey
1629652,Luguentz Dort,Luguentz,Dort
1630245,Ayo Dosunmu,Ayo,Dosunmu
1628422,Damyean Dotson,Damyean,Dotson
1629653,Devon Dotson,Devon,Dotson
200763,Quincy Douby,Quincy,Douby
76588,Bruce Douglas,Bruce,Douglas
76589,John Douglas,John,Douglas
76590,Leon Douglas,Leon,Douglas
428,Sherman Douglas,Sherman,Douglas
201962,Toney Douglas,Toney,Douglas
201604,Chris Douglas-Roberts,Chris,Douglas-Roberts
1629635,Sekou Doumbouya,Sekou,Doumbouya
76592,Lloyd Dove,Lloyd,Dove
202220,Zabian Dowdell,Zabian,Dowdell
76593,Bill Downey,Bill,Downey
76594,Steve Downing,Steve,Downing
1630288,Jeff Dowtin,Jeff,Dowtin
76595,Danny Doyle,Danny,Doyle
1628495,Milton Doyle,Milton,Doyle
1628408,PJ Dozier,PJ,Dozier
76596,Terry Dozier,Terry,Dozier
201609,Goran Dragic,Goran,Dragic
204054,Zoran Dragic,Zoran,Dragic
1068,Greg Dreiling,Greg,Dreiling
1724,Bryce Drew,Bryce,Drew
76598,John Drew,John,Drew
76599,Larry Drew,Larry,Drew
203580,Larry Drew II,Larry,Drew II
17,Clyde Drexler,Clyde,Drexler
1041,Nate Driggers,Nate,Driggers
76603,Terry Driscoll,Terry,Driscoll
1542,Predrag Drobnjak,Predrag,Drobnjak
76604,Ralph Drollinger,Ralph,Drollinger
203083,Andre Drummond,Andre,Drummond
76623,Dennis DuVal,Dennis,DuVal
1630537,Chris Duarte,Chris,Duarte
76605,Dick Duckett,Dick,Duckett
404,Kevin Duckworth,Kevin,Duckworth
76607,Charles Dudley,Charles,Dudley
201,Chris Dudley,Chris,Dudley
201162,Jared Dudley,Jared,Dudley
76608,Terry Duerod,Terry,Duerod
76609,Bob Duffy,Bob,Duffy
76610,Bob Duffy,Bob,Duffy
2768,Chris Duhon,Chris,Duhon
1626251,Duje Dukan,Duje,Dukan
1630561,David Duke Jr.,David,Duke Jr.
76611,Walter Dukes,Walter,Dukes
247,Joe Dumars,Joe,Dumars
30,Richard Dumas,Richard,Dumas
434,Tony Dumas,Tony,Dumas
76615,Andy Duncan,Andy,Duncan
1495,Tim Duncan,Tim,Duncan
2399,Mike Dunleavy,Mike,Dunleavy
76616,Mike Dunleavy,Mike,Dunleavy
1627739,Kris Dunn,Kris,Dunn
76617,Pat Dunn,Pat,Dunn
76618,T.R. Dunn,T.R.,Dunn
2648,Ronald Dupree,Ronald,Dupree
201142,Kevin Durant,Kevin,Durant
76619,John Duren,John,Duren
1090,Pat Durham,Pat,Durham
76621,Devin Durrant,Devin,Durrant
76622,Ken Durrett,Ken,Durrett
1628979,Trevon Duval,Trevon,Duval
76624,Jack Dwan,Jack,Dwan
76625,Craig Dykema,Craig,Dykema
76626,Gene Dyker,Gene,Dyker
202406,Jerome Dyson,Jerome,Dyson
289,Ledell Eackles,Ledell,Eackles
76628,Jim Eakins,Jim,Eakins
768,Acie Earl,Acie,Earl
76630,Ed Earle,Ed,Earle
203921,Cleanthony Early,Cleanthony,Early
76631,Mark Eaton,Mark,Eaton
76632,Jerry Eaves,Jerry,Eaves
202365,Devin Ebanks,Devin,Ebanks
76633,Bill Ebben,Bill,Ebben
76634,Al Eberhard,Al,Eberhard
2569,Ndudi Ebi,Ndudi,Ebi
1630693,Jaime Echenique,Jaime,Echenique
204067,Jarell Eddie,Jarell,Eddie
76635,Patrick Eddie,Patrick,Eddie
76636,Thomas Eddleman,Thomas,Eddleman
76637,Kent Edelin,Kent,Edelin
76638,Keith Edmonson,Keith,Edmonson
721,Tyus Edney,Tyus,Edney
1630162,Anthony Edwards,Anthony,Edwards
76646,Bill Edwards,Bill,Edwards
898,Blue Edwards,Blue,Edwards
1629035,Carsen Edwards,Carsen,Edwards
2451,Corsley Edwards,Corsley,Edwards
346,Doug Edwards,Doug,Edwards
76641,Franklin Edwards,Franklin,Edwards
229,James Edwards,James,Edwards
76643,Jay Edwards,Jay,Edwards
2823,John Edwards,John,Edwards
1630556,Kessler Edwards,Kessler,Edwards
236,Kevin Edwards,Kevin,Edwards
1630306,Rob Edwards,Rob,Edwards
202197,Shane Edwards,Shane,Edwards
1629053,Vincent Edwards,Vincent,Edwards
76647,Johnny Egan,Johnny,Egan
76648,Lonnie Eggleston,Lonnie,Eggleston
76649,Eddie Ehlers,Eddie,Ehlers
378,Craig Ehlo,Craig,Ehlo
76651,Dick Eichhorst,Dick,Eichhorst
458,Howard Eisley,Howard,Eisley
1918,Obinna Ekezie,Obinna,Ekezie
2064,Khalid El-Amin,Khalid,El-Amin
76653,Don Eliason,Don,Eliason
53,Mario Elie,Mario,Elie
1629604,CJ Elleby,CJ,Elleby
76655,Ray Ellefson,Ray,Ellefson
1627740,Henry Ellenson,Henry,Ellenson
201961,Wayne Ellington,Wayne,Ellington
76656,Bob Elliott,Bob,Elliott
251,Sean Elliott,Sean,Elliott
76658,Alexander Ellis,Alexander,Ellis
76664,Bo Ellis,Bo,Ellis
107,Dale Ellis,Dale,Ellis
1677,Harold Ellis,Harold,Ellis
76661,Joe Ellis,Joe,Ellis
111,LaPhonso Ellis,LaPhonso,Ellis
1034,LeRon Ellis,LeRon,Ellis
76663,Leroy Ellis,Leroy,Ellis
101145,Monta Ellis,Monta,Ellis
442,Pervis Ellison,Pervis,Ellison
600010,Len Elmore,Len,Elmore
1922,Francisco Elson,Francisco,Elson
76667,Darrell Elston,Darrell,Elston
2408,Melvin Ely,Melvin,Ely
203954,Joel Embiid,Joel,Embiid
76668,Wayne Embry,Wayne,Embry
2765,Andre Emmett,Andre,Emmett
76669,Ned Endress,Ned,Endress
76670,Chris Engler,Chris,Engler
76671,Wayne Englestad,Wayne,Englestad
76672,A.J. English,A.J.,English
76673,Alex English,Alex,English
76674,Claude English,Claude,English
76676,Jojo English,Jojo,English
203119,Kim English,Kim,English
76675,Scott English,Scott,English
76677,Gene Englund,Gene,Englund
203898,Tyler Ennis,Tyler,Ennis
203516,James Ennis III,James,Ennis III
76678,Ray Epps,Ray,Epps
201623,Semih Erden,Semih,Erden
76679,Bo Erias,Bo,Erias
76680,Keith Erickson,Keith,Erickson
76681,Julius Erving,Julius,Erving
1915,Evan Eschmeyer,Evan,Eschmeyer
76682,Jack Eskridge,Jack,Eskridge
76683,Vincenzo Esposito,Vincenzo,Esposito
1629234,Drew Eubanks,Drew,Eubanks
76687,Bob Evans,Bob,Evans
967,Brian Evans,Brian,Evans
76685,Earl Evans,Earl,Evans
1628980,Jacob Evans,Jacob,Evans
1628393,Jawun Evans,Jawun,Evans
202379,Jeremy Evans,Jeremy,Evans
2230,Maurice Evans,Maurice,Evans
76686,Mike Evans,Mike,Evans
2501,Reggie Evans,Reggie,Evans
201936,Tyreke Evans,Tyreke,Evans
101137,Daniel Ewing,Daniel,Ewing
121,Patrick Ewing,Patrick,Ewing
201607,Patrick Ewing,Patrick,Ewing
203957,Dante Exum,Dante,Exum
201963,Christian Eyenga,Christian,Eyenga
203105,Festus Ezeli,Festus,Ezeli
76689,Johnny Ezersky,Johnny,Ezersky
76690,Joe Fabel,Joe,Fabel
76691,John Fairchild,John,Fairchild
1629605,Tacko Fall,Tacko,Fall
76692,Phil Farbman,Phil,Farbman
202702,Kenneth Faried,Kenneth,Faried
76693,Dick Farley,Dick,Farley
200770,Jordan Farmar,Jordan,Farmar
2824,Desmon Farmer,Desmon,Farmer
76695,Jim Farmer,Jim,Farmer
76694,Mike Farmer,Mike,Farmer
1108,Tony Farmer,Tony,Farmer
76696,Bob Faught,Bob,Faught
203543,Vitor Faverani,Vitor,Faverani
202324,Derrick Favors,Derrick,Favors
201174,Nick Fazekas,Nick,Fazekas
76697,Dave Fedor,Dave,Fedor
76698,Bob Feerick,Bob,Feerick
76699,Butch Feher,Butch,Feher
994,Jamie Feick,Jamie,Feick
76701,Ron Feiereisel,Ron,Feiereisel
76702,George Feigenbaum,George,Feigenbaum
76703,Dave Feitl,Dave,Feitl
1627770,Kay Felder,Kay,Felder
1626245,Cristiano Felicio,Cristiano,Felicio
203467,Carrick Felix,Carrick,Felix
101230,Noel Felix,Noel,Felix
76704,Ray Felix,Ray,Felix
101109,Raymond Felton,Raymond,Felton
76705,Jake Fendley,Jake,Fendley
76706,Bill Fenley,Bill,Fenley
2724,Desmond Ferguson,Desmond,Ferguson
1628390,Terrance Ferguson,Terrance,Ferguson
201164,Rudy Fernandez,Rudy,Fernandez
1628981,Bruno Fernando,Bruno,Fernando
76707,Eric Fernsten,Eric,Fernsten
76708,Al Ferrari,Al,Ferrari
76709,Rolando Ferreira,Rolando,Ferreira
273,Duane Ferrell,Duane,Ferrell
1627812,Yogi Ferrell,Yogi,Ferrell
76711,Arnie Ferrin,Arnie,Ferrin
76712,Bob Ferry,Bob,Ferry
198,Danny Ferry,Danny,Ferry
201178,Kyrylo Fesenko,Kyrylo,Fesenko
76713,Kenny Fields,Kenny,Fields
202361,Landry Fields,Landry,Fields
76714,Ron Filipek,Ron,Filipek
76715,Greg Fillmore,Greg,Fillmore
76716,Hank Finkel,Hank,Finkel
714,Michael Finley,Michael,Finley
76717,Danny Finn,Danny,Finn
1627827,Dorian Finney-Smith,Dorian,Finney-Smith
900,Matt Fish,Matt,Fish
965,Derek Fisher,Derek,Fisher
2809,Gerald Fitch,Gerald,Fitch
1630238,Malik Fitts,Malik,Fitts
76720,Bob Fitzgerald,Bob,Fitzgerald
76719,Dick Fitzgerald,Dick,Fitzgerald
2033,Marcus Fizer,Marcus,Fizer
76721,Jerry Fleishman,Jerry,Fleishman
76722,Al Fleming,Al,Fleming
76723,Ed Fleming,Ed,Fleming
313,Vern Fleming,Vern,Fleming
2784,Luis Flores,Luis,Flores
76725,Bruce Flowers,Bruce,Flowers
76726,Sleepy Floyd,Sleepy,Floyd
201938,Jonny Flynn,Jonny,Flynn
1630201,Malachi Flynn,Malachi,Flynn
76727,Mike Flynn,Mike,Flynn
76728,Larry Fogle,Larry,Fogle
76729,Jack Foley,Jack,Foley
1829,Ike Fontaine,Ike,Fontaine
76731,Levi Fontaine,Levi,Fontaine
202880,Jeff Foote,Jeff,Foote
1627854,Bryn Forbes,Bryn,Forbes
201814,Gary Forbes,Gary,Forbes
76732,Alphonso Ford,Alphonso,Ford
2228,Alton Ford,Alton,Ford
76733,Chris Ford,Chris,Ford
76734,Don Ford,Don,Ford
76735,Jake Ford,Jake,Ford
76736,Phil Ford,Phil,Ford
101213,Sharrod Ford,Sharrod,Ford
726,Sherell Ford,Sherell,Ford
2551,T.J. Ford,T.J.,Ford
76738,Donnie Forman,Donnie,Forman
76739,Bayard Forrest,Bayard,Forrest
1630235,Trent Forrest,Trent,Forrest
2218,Joseph Forte,Joseph,Forte
202622,Courtney Fortson,Courtney,Fortson
1504,Danny Fortson,Danny,Fortson
76740,Fred Foster,Fred,Foster
323,Greg Foster,Greg,Foster
1902,Jeff Foster,Jeff,Foster
76742,Rod Foster,Rod,Foster
2238,Antonis Fotsis,Antonis,Fotsis
203095,Evan Fournier,Evan,Fournier
76744,Larry Foust,Larry,Foust
76745,Jerry Fowler,Jerry,Fowler
1762,Tremaine Fowlkes,Tremaine,Fowlkes
1628368,De'Aaron Fox,De'Aaron,Fox
76746,Harold Fox,Harold,Fox
76747,Jim Fox,Jim,Fox
296,Rick Fox,Rick,Fox
200751,Randy Foye,Randy,Foye
1502,Adonal Foyle,Adonal,Foyle
